channel_index,event_index,event_time,event_score,coda_index,coda_time,windows
3619,7200,1970-01-01T00:01:12,0.678,11520,1970-01-01T00:01:55.200000,"[15, 16, 17, 18, 19, 20, 21, 22, 23]"
3620,7200,1970-01-01T00:01:12,1.0,9120,1970-01-01T00:01:31.200000,"[15, 16, 17, 18]"
3620,10080,1970-01-01T00:01:40.800000,0.667,10560,1970-01-01T00:01:45.600000,[21]
3620,11519,1970-01-01T00:01:55.200000,0.667,11999,1970-01-01T00:02:00,[24]
3621,7200,1970-01-01T00:01:12,0.692,12960,1970-01-01T00:02:09.600000,"[15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26]"
3622,7200,1970-01-01T00:01:12,0.667,12960,1970-01-01T00:02:09.600000,"[15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26]"
3623,7200,1970-01-01T00:01:12,0.931,12960,1970-01-01T00:02:09.600000,"[15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26]"
3624,7200,1970-01-01T00:01:12,0.711,12960,1970-01-01T00:02:09.600000,"[15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26]"
3625,7200,1970-01-01T00:01:12,0.704,12960,1970-01-01T00:02:09.600000,"[15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26]"
3626,7200,1970-01-01T00:01:12,0.832,12960,1970-01-01T00:02:09.600000,"[15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26]"
3627,7200,1970-01-01T00:01:12,0.801,12960,1970-01-01T00:02:09.600000,"[15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26]"
3628,7200,1970-01-01T00:01:12,0.679,12960,1970-01-01T00:02:09.600000,"[15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26]"
3629,7200,1970-01-01T00:01:12,0.807,12960,1970-01-01T00:02:09.600000,"[15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26]"
3630,7200,1970-01-01T00:01:12,0.742,11999,1970-01-01T00:02:00,"[15, 16, 17, 18, 19, 20, 21, 22, 23, 24]"
